sample1,,sample2,,sample3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
478.0109558,0.007860415615,478.0109558,0.007879631594,478.0109558,0.007821775973,
477.0176697,0.008182375692,477.0176697,0.008157975972,477.0176697,0.008149166591,
475.9860229,0.008752547204,475.9860229,0.008614033461,475.9860229,0.008645666763,
474.9924316,0.009236728773,474.9924316,0.009139034897,474.9924316,0.009135756642,
473.9985657,0.009730027989,473.9985657,0.009770479053,473.9985657,0.009756924585,
473.0045166,0.01022876427,473.0045166,0.01026425324,473.0045166,0.01030865125,
472.0103455,0.01071451511,472.0103455,0.01063866541,472.0103455,0.01068819594,
471.0158691,0.01121308282,471.0158691,0.01124910358,471.0158691,0.01106913481,
469.9830933,0.0117074633,469.9830933,0.01165385451,469.9830933,0.01166627184,
468.9882813,0.01216974016,468.9882813,0.01214924268,468.9882813,0.0121108843,
