sample13,,sample14,,sample15,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
677.0114136,0.05375911668,677.0114136,0.0517767556,677.0114136,0.05119908601,
675.9937744,0.05382741615,675.9937744,0.05232721567,675.9937744,0.0515300408,
675.012085,0.05463366583,675.012085,0.05250458792,675.012085,0.05169554055,
673.9938354,0.05463730544,673.9938354,0.0527439937,673.9938354,0.05208319798,
673.0116577,0.05485612527,673.0116577,0.05308311805,673.0116577,0.05252962187,
671.9926758,0.05506611988,671.9926758,0.05325386301,671.9926758,0.05240022391,
671.0098877,0.05526186898,671.0098877,0.05328373984,671.0098877,0.05291518942,
669.9902954,0.05558266863,669.9902954,0.05367442966,669.9902954,0.0529075861,
669.006897,0.05515413731,669.006897,0.05354694277,669.006897,0.05277099833,
667.9867554,0.05496342853,667.9867554,0.05324411765,667.9867554,0.05217834935,
667.0027466,0.05476702005,667.0027466,0.05364505202,667.0027466,0.05209419876,
665.9819946,0.05446528271,665.9819946,0.05294129997,665.9819946,0.05185594037,
664.9973145,0.05454328656,664.9973145,0.05313226208,664.9973145,0.05187650397,
664.0123901,0.05444400758,664.0123901,0.05311242864,664.0123901,0.05175429955,
662.9906616,0.05441686511,662.9906616,0.05327305943,662.9906616,0.05175289884,
662.005188,0.05454560742,662.005188,0.05337174982,662.005188,0.05194859207,
660.9828491,0.054589957,660.9828491,0.05346121266,660.9828491,0.05178034306,
659.9967651,0.05488164723,659.9967651,0.05352700129,659.9967651,0.05204376951,
659.010376,0.0548982732,659.010376,0.05386190489,659.010376,0.05221796036,
657.9870605,0.0550032407,657.9870605,0.05404216051,657.9870605,0.05228295177,
657.0001831,0.05483788624,657.0001831,0.05403673649,657.0001831,0.05205856636,
656.0128784,0.05522077158,656.0128784,0.05401504412,656.0128784,0.05217291787,
654.9887695,0.05546600372,654.9887695,0.05405110121,654.9887695,0.05226718262,
654.0009155,0.05535542592,654.0009155,0.05437552556,654.0009155,0.05213757232,
653.0127563,0.05556975305,653.0127563,0.05453154817,653.0127563,0.05240369961,
651.9876709,0.05549576879,651.9876709,0.05454965681,651.9876709,0.05232379958,
650.9989624,0.05623923615,650.9989624,0.05464176834,650.9989624,0.0525290966,
650.0100098,0.05598249659,650.0100098,0.05474435166,650.0100098,0.05248335004,
648.9840088,0.05618004501,648.9840088,0.05489363149,648.9840088,0.05271596089,
647.9944458,0.05611037835,647.9944458,0.05518940836,647.9944458,0.05273843929,
647.0045776,0.05616717041,647.0045776,0.05497600511,647.0045776,0.05282303318,
646.0144043,0.05626669899,646.0144043,0.05512042716,646.0144043,0.05282136798,
644.9873047,0.05628490821,644.9873047,0.05522562191,644.9873047,0.05302111059,
643.99646,0.05646027997,643.99646,0.05530055985,643.99646,0.05291346461,
643.0054932,0.05648227036,643.0054932,0.05523576587,643.0054932,0.05310400575,
642.0142212,0.05654135719,642.0142212,0.05544420704,642.0142212,0.05290223658,
640.9858398,0.05661050603,640.9858398,0.05548635498,640.9858398,0.0532387048,
639.9940186,0.05686587468,639.9940186,0.05560626462,639.9940186,0.05343427882,
639.0018311,0.05658608675,639.0018311,0.05579531193,639.0018311,0.05367486924,
638.0094604,0.0569046177,638.0094604,0.05600623414,638.0094604,0.05370846763,
637.0166626,0.05679892749,637.0166626,0.05617135391,637.0166626,0.05376266316,
635.9868774,0.05663601309,635.9868774,0.05620007962,635.9868774,0.05392124876,
634.9935913,0.05697733909,634.9935913,0.05623369664,634.9935913,0.05380394682,
634.000061,0.05741951987,634.000061,0.05631299317,634.000061,0.05413668603,
633.0062256,0.05740932748,633.0062256,0.05640603974,633.0062256,0.05430294946,
632.012085,0.05722190812,632.012085,0.05655857548,632.012085,0.05438077822,
631.0176392,0.0573079139,631.0176392,0.05656243861,631.0176392,0.05433436483,
629.986145,0.0574910827,629.986145,0.05641323328,629.986145,0.05438603088,
628.9911499,0.05746227503,628.9911499,0.0565260835,628.9911499,0.05465494841,
627.9959106,0.05774602666,627.9959106,0.05648840219,627.9959106,0.05452729017,
627.0003662,0.05796709657,627.0003662,0.05669550225,627.0003662,0.05488000438,
626.0046387,0.05837428197,626.0046387,0.05702054873,626.0046387,0.05501314253,
625.0085449,0.05842044577,625.0085449,0.05720117688,625.0085449,0.05512845144,
624.012207,0.05871605501,624.012207,0.05719686672,624.012207,0.05562800542,
623.015564,0.05864286795,623.015564,0.05729532987,623.015564,0.05572323129,
621.9817505,0.0589678064,621.9817505,0.0573952049,621.9817505,0.05579248443,
620.9845581,0.05937043577,620.9845581,0.05778763071,620.9845581,0.05633589253,
619.9871826,0.05966901034,619.9871826,0.05794156715,619.9871826,0.05656874925,
618.9893799,0.0598735325,618.9893799,0.05819568038,618.9893799,0.0567355901,
617.9914551,0.0601689443,617.9914551,0.05859259143,617.9914551,0.05729642138,
616.9931641,0.06051309034,616.9931641,0.05877728388,616.9931641,0.05751129612,
615.9946289,0.06081959605,615.9946289,0.0592790693,615.9946289,0.05801384151,
614.9957886,0.06134515628,614.9957886,0.05983588845,614.9957886,0.05854572728,
613.9967041,0.06159416586,613.9967041,0.06025845185,613.9967041,0.05891336873,
612.9974365,0.06212203577,612.9974365,0.06082963198,612.9974365,0.05977478251,
611.9976807,0.06263257563,611.9976807,0.06145669892,611.9976807,0.06027019769,
610.9979248,0.06357301772,610.9979248,0.06217547134,610.9979248,0.06099805981,
609.9976807,0.06450066715,609.9976807,0.06318952888,609.9976807,0.06218625605,
608.9973145,0.06575077772,608.9973145,0.06441184878,608.9973145,0.06344403327,
