sample4,,sample5,,sample6,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0151978,0.035444621,800.0151978,0.03447775543,800.0151978,0.03310707211,
799.0057373,0.03533315659,799.0057373,0.03474651277,799.0057373,0.03366708383,
797.9959717,0.03517155722,797.9959717,0.03407122195,797.9959717,0.03349933773,
796.9857178,0.03533484042,796.9857178,0.03373881057,796.9857178,0.033336211,
796.0099487,0.03521459177,796.0099487,0.03370979801,796.0099487,0.03346371651,
794.9989014,0.03547487035,794.9989014,0.03418280929,794.9989014,0.03312198818,
793.9874878,0.03534503654,793.9874878,0.03389685601,793.9874878,0.0335156098,
793.0105591,0.03572049737,793.0105591,0.03377893195,793.0105591,0.0331219621,
791.9983521,0.03511079028,791.9983521,0.03389775008,791.9983521,0.03336005285,
790.9857178,0.03574896976,790.9857178,0.03386587277,790.9857178,0.03303232044,
790.0076294,0.03528575972,790.0076294,0.0338610597,790.0076294,0.03313098475,
788.9942627,0.03574587777,788.9942627,0.03391717374,788.9942627,0.03349687532,
788.0154419,0.03540527448,788.0154419,0.03373349458,788.0154419,0.03330079839,
787.0012817,0.03512996063,787.0012817,0.03389906511,787.0012817,0.03359835967,
785.9865723,0.0354790017,785.9865723,0.03344545886,785.9865723,0.03336902708,
785.0067139,0.03515996411,785.0067139,0.03362263739,785.0067139,0.03325054795,
783.991272,0.03470731154,783.991272,0.03365790844,783.991272,0.03320966661,
783.010498,0.03469359875,783.010498,0.03312391788,783.010498,0.03274050355,
781.9944458,0.03513577208,781.9944458,0.03388504311,781.9944458,0.03290170431,
781.0128784,0.03467915952,781.0128784,0.03370227292,781.0128784,0.03252646327,
779.9960327,0.03490817547,779.9960327,0.0334264189,779.9960327,0.03260302544,
779.0137329,0.03509695455,779.0137329,0.03376499936,779.0137329,0.03228063136,
777.9960327,0.03449036554,777.9960327,0.0335684903,777.9960327,0.03259479627,
777.0130615,0.03489392623,777.0130615,0.03329291567,777.0130615,0.03269484267,
775.9945679,0.03492767364,775.9945679,0.03367606178,775.9945679,0.03342627734,
775.0108032,0.03461882845,775.0108032,0.0331222415,775.0108032,0.03257548809,
773.9916382,0.03462625667,773.9916382,0.03391252831,773.9916382,0.03284060955,
773.0070801,0.03459670767,773.0070801,0.03365156054,773.0070801,0.03247050196,
771.9870605,0.03448111936,771.9870605,0.03409678489,771.9870605,0.03270126134,
771.0018921,0.0347420834,771.0018921,0.03393169865,771.0018921,0.03275884315,
770.0162964,0.03483064845,770.0162964,0.03415284678,770.0162964,0.03345160931,
768.9950562,0.03514495119,768.9950562,0.03451441228,768.9950562,0.03374868631,
768.0087891,0.03529589623,768.0087891,0.03440383449,768.0087891,0.03359819204,
766.9868164,0.03561241925,766.9868164,0.03469651565,766.9868164,0.03363024443,
765.9997559,0.03577567264,765.9997559,0.03508373722,765.9997559,0.03402844444,
765.0123291,0.03649351373,765.0123291,0.03524889797,765.0123291,0.03450048342,
763.9892578,0.0368623063,763.9892578,0.03644401953,763.9892578,0.03526004404,
763.0010986,0.03689358383,763.0010986,0.03671433404,763.0010986,0.03562644124,
762.0126343,0.0369277969,762.0126343,0.03681403771,762.0126343,0.03526579961,
760.9883423,0.03694408759,760.9883423,0.03675875813,760.9883423,0.0354542844,
759.9991455,0.03732982278,759.9991455,0.03677245229,759.9991455,0.03514301404,
759.0095825,0.03658122569,759.0095825,0.03606095538,759.0095825,0.03492287546,
757.9841919,0.03625220433,757.9841919,0.03592351824,757.9841919,0.03462650999,
756.9938965,0.03581406921,756.9938965,0.0357023403,756.9938965,0.03432272375,
756.0031738,0.03558257967,756.0031738,0.03550158441,756.0031738,0.0336737968,
755.012085,0.03526922315,755.012085,0.03533770517,755.012085,0.03349153697,
753.9852905,0.03535396606,753.9852905,0.03474861383,753.9852905,0.03302343935,
752.9934692,0.03495132551,752.9934692,0.03501324728,752.9934692,0.03317532688,
752.0013428,0.03481833264,752.0013428,0.03470946848,752.0013428,0.0329512693,
751.0089111,0.0347167328,751.0089111,0.03458608314,751.0089111,0.03346106037,
750.0160522,0.03469612449,750.0160522,0.03463890031,750.0160522,0.03296964616,
748.9873657,0.03483507782,748.9873657,0.03440697119,748.9873657,0.03276099265,
747.9937744,0.03437754884,747.9937744,0.03445925936,747.9937744,0.03269400448,
746.9998779,0.03451455384,746.9998779,0.03398396075,746.9998779,0.03275635839,
746.0055542,0.03446169943,746.0055542,0.03383075446,746.0055542,0.03237798437,
745.0108643,0.03383592889,745.0108643,0.03316571563,745.0108643,0.03195925429,
744.0159302,0.0333757624,744.0159302,0.03293135762,744.0159302,0.0315143764,
742.9850464,0.03336326778,742.9850464,0.03206723556,742.9850464,0.03075705655,
741.9893799,0.03235759586,741.9893799,0.03126299381,741.9893799,0.03009120934,
